,LDM Object,Field,Field Type,Field Type Refer To,Field Type Details,Overwrites,Default Value,Avaloq Path,Field Description,Internal ID,User ID,Refers to,Cardinality,Mandatory,Group ID
908,Office,Authority between Job and Organisational Entity,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_org_struct.src_node_oe_rel_list.auth_role.name,,person_oe_imed$job_oe_auth_role_name,JOB_OE_AUTH_ROLE_NAME,,n,-,
909,Office,Withholding Tax Exemption Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.wtax_exempt.name,,person$wtax_exempt_name,WTAX_EXEMPT_NAME,,1,-,
910,Office,Intermediary Entity Type,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#intm_entity_type,,person_oe_imed$entity_type,ENTITY_TYPE_ID,,1,+,
911,Office,Intermediary Entity Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$oe_intm_entity_type.name,,person_oe_imed$entity_type_name,ENTITY_TYPE_NAME,,1,+,
912,Office,SAFI Device,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#safi_device,,person$safi_device,SAFI_DEVICE,,1,-,
913,Office,Disbursement - Account name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#disb_acc_name,,person_oe_imed$acc_name,ACC_NAME,,1,+,
914,Office,Disbursement - BSB,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#disb_bsb,,person_oe_imed$bsb,BSB,,1,+,
915,Office,Disbursement - Account number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#disb_acc_nr,,person_oe_imed$acc_nr,ACC_NR,,1,+,
916,Office,Is Member,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_mbr,,person$is_mbr,IS_MBR,,1,-,
917,Office,Is Sharehold,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_sharehld,,person$is_sharehld,IS_SHAREHLD,,1,-,
918,Office,Is Beneficiary,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_benef,,person$is_benef,IS_BENEF,,1,-,
919,Office,IDV Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#idv_status_id,,person$idv_status,IDV_STATUS_ID,,1,-,
920,Office,IDV Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$idv_status.name,,person$idv_status_name,IDV_STATUS_NAME,,1,-,
921,Office,AML Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#aml_status_id,,person$aml_status,AML_STATUS_ID,,1,-,
922,Office,AML Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$aml_status.name,,person$aml_status_name,AML_STATUS_NAME,,1,-,
923,Office,CIS Identifier,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$person_cis_id,CIS Identifier,person$cis,CIS,,1,-,
924,Office,Tax File Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#tfn,,person$tfn,TFN,,1,-,
925,Office,Country Tax ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person.person#tax_country,,person$country_tax,COUNTRY_TAX_ID,country,1,+,
926,Office,Country Tax Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_country.name,Name,person$country_tax_name,COUNTRY_TAX_NAME,,1,-,
927,Office,Document List,Avaloq Structured Addition,to_be_found_out,,,,obj_person.extn.btfg$docm_det,,person$docm_list,DOCM_LIST,,1,+,
928,Office,Document Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$docm_det.bp_docm_list,,person$docm_det,DOCM_DET,,n,+,401
929,Office,Document ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_id,,person$docm,DOCM_ID,docm,1,+,401
930,Office,Document IP Address,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.ip_addr,,person$docm_ip_addr,DOCM_IP_ADDR,,1,-,401
931,Office,Document Signature Valid Until,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.expir_date,,person$docm_expir_date,DOCM_EXPIR_DATE,,1,-,401
932,Office,Document Issuer,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.issuer,,person$docm_issuer,DOCM_ISSUER,,1,-,401
933,Office,Document Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.full_name,,person$docm_full_name,DOCM_FULL_NAME,,1,-,401
934,Office,Document Identification Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.id_nr,,person$docm_id_nr,DOCM_ID_NR,,1,-,401
935,Office,Document Comment,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.comment,,person$docm_text1,DOCM_TEXT1,,1,-,401
936,Office,Document Type ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type_id,,person$docm_type,DOCM_TYPE_ID,btfg$code_docm_type,1,-,401
937,Office,Document Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type.name,,person$docm_type_name,DOCM_TYPE_NAME,,1,-,401
938,Office,Document Accredited English Translation ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl_id,,person$docm_accr_en_trl,DOCM_ACCR_EN_TRL_ID,btfg$code_accr_en_trl,1,-,401
939,Office,Document Accredited English Translation Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl.name,,person$docm_accr_en_trl_name,DOCM_ACCR_EN_TRL_NAME,,1,-,401
940,Office,Document Public Document Type,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.public_docm_type_text,,person$docm_public_docm_type_text,DOCM_PUBLIC_DOCM_TYPE_TEXT,,1,-,401
941,Office,Document State ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.state_id,,person$docm_state,DOCM_STATE_ID,code_country_state,1,-,401
942,Office,Document State Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.state.name,,person$docm_state_name,DOCM_STATE_NAME,code_country_state,1,-,401
943,Office,Document Country ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country_id,,person$docm_country,DOCM_COUNTRY_ID,country,1,-,401
944,Office,Document Country Name,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country.name,,person$docm_country_name,DOCM_COUNTRY_NAME,country,1,-,401
945,Office,Document User,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.user,,person$docm_user,DOCM_USER,,1,-,401
946,Office,Document Signature Date,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.sign_date,,person$docm_sign_date,DOCM_SIGN_DATE,,1,+,401
947,Office,Address ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.addr_list.obj_addr_id,Address type,person$addr,ADDR_ID,addr,n,-,
948,Office,Australian Tax Person Relevant ID,Avaloq Code Table,to be written,,,,obj_person.au_tax_person.hist.person_relv_id,,person$au_tax_person_relv,AU_TAX_PERSON_RELV_ID,code_au_tax_person_relv,1,-,
949,Office,Australian Tax Person Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.person_relv.name,,person$au_tax_person_relv_name,AU_TAX_PERSON_RELV_NAME,,1,-,
950,Office,Tax Address 1 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_1_id,,person$tax_addr_1,TAX_ADDR_1_ID,addr,1,-,
951,Office,Tax Address 1 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_1.name,Last name,person$tax_addr_1_name,TAX_ADDR_1_NAME,,1,-,
952,Office,Tax Address 2 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_2_id,,person$tax_addr_2,TAX_ADDR_2_ID,addr,1,-,
953,Office,Tax Address 2 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_2.name,Last name,person$tax_addr_2_name,TAX_ADDR_2_NAME,,1,-,
954,Office,Person Type ID,Avaloq Code Table,to be written,,Person Type ID,150,btfg$obj_person.person#person_type_id,,person$person_type,PERSON_TYPE_ID,code_obj_sub_type,1,+,
955,Office,Person Type Name,Avaloq Code Table,to be written,,Person Type Name,oe,btfg$obj_person.person#person_type,,person$person_type_name,PERSON_TYPE_NAME,code_obj_sub_type,1,-,
956,Office,Full Name Auto,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,Full Name Auto,-,obj_person.person_name.full_name_a,Full Name Auto Flag,person$full_name_a,FULL_NAME_A,,1,+,
957,Office,Organisational Entity,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.id,,person_oe$oe,OE_ID,person,1,+,
958,Office,Organisational Entity Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#name,,person_oe$oe_name,OE_NAME,,1,-,
959,Office,Organisational Entity Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#person_sym,,person_oe$oe_key,OE_KEY,,1,-,
960,Office,Organisational Entity EBI Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#person_ebi,,person_oe$oe_ebi_key,OE_EBI_KEY,,1,-,
961,Office,Organisational Entity Parent ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person_oe.oe#parent_id,,person_oe$oe_parent,OE_PARENT_ID,person_oe,1,+,
962,Office,Organisational Entity Parent Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#person_sym(btfg$obj_person_oe.oe#parent_id),,person_oe$oe_parent_key,OE_PARENT_KEY,,1,-,
963,Office,Organisational Entity Parent EBI Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#person_ebi(btfg$obj_person_oe.oe#parent_id),,person_oe$oe_parent_ebi_key,OE_PARENT_EBI_KEY,,1,-,
964,Office,Organisational Entity Type ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#type,,person_oe$oe_type,OE_TYPE_ID,,1,+,
965,Office,Organisational Entity Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$oe_type.name,,person_oe$oe_type_name,OE_TYPE_NAME,,1,-,
966,Office,Organisational Entity GCM ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_id,,person_oe$oe_gcm,OE_GCM_ID,person$gcm,1,-,
967,Office,Organisational Entity Open Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#open_date,,person_oe$oe_open_date,OE_OPEN_DATE,person$open_date,1,-,
968,Office,Intermediary Entity Type ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#intm_entity_type,,person_oe$intm_entity_type,INTM_ENTITY_TYPE_ID,,1,-,
969,Office,Intermediary Entity Type Name,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,obj_person.extn.btfg$oe_intm_entity_type.name,,person_oe$intm_entity_type_name,INTM_ENTITY_TYPE_NAME,,1,-,
970,Office,Organisational Entity Status ID,Avaloq Code Table,to be written,,,,btfg$obj_person_oe.oe#status_id,,person_oe$oe_status,OE_STATUS_ID,btfg$code_collect_stat,1,-,
971,Office,Organisational Entity Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#status,,person_oe$oe_status_name,OE_STATUS_NAME,,1,-,
972,Office,Party Channel ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#prty_chan_id,,person_oe$prty_chan,PRTY_CHAN_ID,,1,-,
973,Office,Party Channel Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$prty_chan.name,,person_oe$prty_chan_name,PRTY_CHAN_NAME,,1,-,
974,Office,Distibution Channel ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#distr_chan_id,,person_oe$distr_channel,DISTR_CHANNEL_ID,,1,-,
975,Office,Distibution Channel Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$oe_distr_chan_id.name,,person_oe$distr_channel_name,DISTR_CHANNEL_NAME,,1,-,
976,Office,Planner ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#plnr_id,,person_oe$plnr,PLNR_ID,,1,-,
977,Office,WOUP,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$person_woup,WOUP,person_oe$woup,WOUP,,1,-,
978,Office,Salary ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$person_indv_id,Salary ID,person_oe$salary,SALARY_ID,,1,-,
979,Office,Is Payable Party,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#is_pay_oe,,person_oe$is_pay_oe,IS_PAY_OE_ID,,1,-,
980,Office,Is Payable Party name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$is_pay_oe.name,,person_oe$is_pay_oe_name,IS_PAY_OE_NAME,,1,-,
981,Office,Is Silo ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#is_silo,,person_oe$is_silo,IS_SILO_ID,,1,-,
982,Office,Is Silo name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$oe_is_silo.name,,person_oe$is_silo_name,IS_SILO_NAME,,1,-,
983,Office,Is Pay anyone Allowed ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#is_payany_alw,,person_oe$is_pay_anyone_alw,IS_PAY_ANYONE_ALW_ID,,1,-,
984,Office,Is Pay anyone Allowed Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$is_payany_alw.name,,person_oe$is_pay_anyone_alw_name,IS_PAY_ANYONE_ALW_NAME,,1,-,
985,Office,Is Linked Accounts Allowed ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#is_linked_acc_alw,,person_oe$is_linked_acc_alw,IS_LINKED_ACC_ALW_ID,,1,-,
986,Office,Is Linked Accounts Allowed Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$is_linked_acc_alw.name,,person_oe$is_linked_acc_alw_name,IS_LINKED_ACC_ALW_NAME,,1,-,
987,Office,Is Bpay Allowed ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#is_bpay_alw,,person_oe$is_bpay_alw,IS_BPAY_ALW_ID,,1,-,
988,Office,Is Bpay Allowed Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$is_bpay_alw.name,,person_oe$is_bpay_alw_name,IS_BPAY_ALW_NAME,,1,-,
989,Office,Organisational Entity Funds Under Administration,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person_oe.oe#fua,,person_oe$fua,FUA,,1,-,
990,Office,Organisational Entity Active Accounts,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person_oe.oe#activ_acc_cnt,,person_oe$activ_acc,ACTIV_ACC,,1,-,
991,Office,Is License Advice Fee Activated,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person_oe.oe#has_dg_advcong_fee,,person_oe$has_dg_advcong_fee,HAS_DG_ADVCONG_FEE,,1,-,
992,Office,Owner,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person_oe.oe#owner_person_id,,person_oe$oe_pers_leg,OE_PERS_LEG_ID,person_legal_imed_ownr,1,-,
993,Office,Owner Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#person_sym,,person_oe$oe_pers_leg_key,OE_PERS_LEG_KEY,person$person_key,1,-,
994,Office,Owner Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#dflt_full_name,,person_oe$oe_pers_leg_name,OE_PERS_LEG_NAME,,1,-,
995,Office,Owner GCM ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_id,,person_oe$oe_pers_gcm,OE_PERS_GCM_ID,person$gcm,1,-,
996,Office,Owner Open Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#open_date,,person_oe$oe_pers_open_date,OE_PERS_OPEN_DATE,person$open_date,1,-,
997,Office,Job ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person_oe.oe#job_children_list_id,,person_oe$job,JOB_ID,profile,n,-,
998,Office,Is Beneficial Owner,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_bo,,person$is_bo,IS_BO,,1,-,
999,Office,GCM Customer Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_cust_num,,person$gcm_cust_nr,GCM_CUST_NR,,1,-,
1000,Office,Is SAFI Active,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_safi_active,,person$is_safi_active,IS_SAFI_ACTIVE,,1,-,
1001,Office,Can Approve Offline,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person_oe.oe#can_apprv_ol,,person_oe$oe_aprv_offline,OE_APRV_OFFLINE,,1,-,
1002,Office,Organisational Entity PPID Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person_oe.oe#person_ppid,,person_oe$oe_pbid_key,OE_PPID_KEY,,1,-,
1003,Office,Person Association Role,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list,"List of associated person, current person = person_id, associated person = person_trg_id",person$assoc_roles,ASSOC_ROLES,code_person_assoc_role,n,-,681
1004,Office,Person Association Role ID,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list.person_assoc_role_id,Person Association Role,person$assoc_role_id,ASSOC_ROLE_ID,code_person_assoc_role,n,-,681
1005,Office,Person Association Role Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.person_assoc_list.person_assoc_role.name,,person$assoc_role_name,ASSOC_ROLE_NAME,,n,-,681
1006,Office,Client authority,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth,AUTH_ROLE,code_auth_role,n,+,683
1007,Office,Client authority name over its account,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_role.name,,person$auth_role_name,AUTH_ROLE_NAME,,n,-,683
1008,Office,Client authority id over its account,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_role_id,Legitimation,person$auth_role,AUTH_ROLE_ID,code_auth_role,n,+,683
1009,Office,Authorised Transaction,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth_trx,AUTH_TRX,code_auth_trx_group,n,-,684
1010,Office,Authorised Transaction Type name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_trx_type.name,,person$auth_trx_type_name,AUTH_TRX_TYPE_NAME,,n,-,684
1011,Office,Authorised Transaction Type,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_trx_type_id,Authorised Transaction Type,person$auth_trx_type,AUTH_TRX_TYPE,code_auth_trx_group,n,-,684
1012,Office,SA TFN Exemption ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#sa_tfn_exempt,,person$sa_tfn_exempt,SA_TFN_EXEMPT_ID,code_au_sa_person_tfn_exempt,1,-,
1016,Adviser Position,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
1017,Adviser Position,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
1018,Adviser Position,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
1019,Adviser Position,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
1020,Adviser Position,Account,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.bp_person_rel_list.trg_obj_id,Returns the target object of the relation. The target object is always a person.,person$acc,ACC,acc,n,-,
1021,Adviser Position,Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.id,,person$person,PERSON_ID,person,1,+,
1022,Adviser Position,Involved Party Type,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,obj_person.extn.btfg$ip_type_id,,person$ip_type,IP_TYPE,,1,+,
1023,Adviser Position,Involved Party Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$ip_type.name,,person$ip_type_name,IP_TYPE_NAME,,1,+,
1024,Adviser Position,Person Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#person_sym,,person$person_key,PERSON_KEY,,1,-,
1025,Adviser Position,Person External ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,,,person$person_extl,PERSON_EXTL_ID,person,1,-,
1026,Adviser Position,Person modification sequence number,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person.person#modi_seq_nr,,person$person_modi_seq_nr,PERSON_MODI_SEQ_NR,,1,+,
