,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
565,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#AVL_CASH,OPEN_FLOW_OUT,ABS,,Attribute,Value of queued applications,,,rep/data/pos_list/pos/pos_head_list/pos_head/open_flow_out
566,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#AVL_CASH,OPEN_FLOW_IN,ABS,,Attribute,Value of pending redemptions,,,rep/data/pos_list/pos/pos_head_list/pos_head/open_flow_in
567,ABS Dev,XSD,BTFG$UI_POS_LIST.POS#AVL_CASH,PEND_BUYS,ABS,,Attribute,Value of pending applications,,,rep/data/pos_list/pos/pos_head_list/pos_head/pend_buys
568,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,,ABS,,Class,,,,
569,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/ISSUER_NAME,ABS,,Attribute,"The BP code of the issuer of the Term Deposit.In Avaloq, an issuer is a business partner bp. ",,,rep/data/irc_list/irc/irc_head_list/irc_head/issuer_name/val
570,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/ISSUER_NAME,ABS,,Attribute,The name of the issuer of the Term Deposit.,,,rep/data/irc_list/irc/irc_head_list/irc_head/issuer_name/val
571,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/ASSET_ID,ABS,,Attribute,Avaloq unique ID code for the Term Deposit that the IRC is for,,,rep/data/irc_list/irc/irc_head_list/irc_head/asset_id/val
572,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/ASSET_IRC_ID,ABS,,Attribute,The unique ID that Avaloq has assigned to the Interest Rate Card.  ,,,rep/data/irc_list/irc/irc_head_list/irc_head/asset_irc_id/val
573,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/PERIOD,ABS,,Attribute,The duration that the Term Deposit will be held for.,,,rep/data/irc_list/irc/irc_head_list/irc_head/period/val
574,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/INTR_PAY_FREQ,ABS,,Attribute,The interest payment frequency option for the asset.,,,rep/data/irc_list/irc/irc_head_list/irc_head/intr_pay_freq/val
575,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/INTR_RATE,ABS,,Attribute,The interest rate that will be applied.,,,rep/data/irc_list/irc/irc_head_list/irc_head/intr_rate/val
576,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/QTY_FROM,ABS,,Attribute,This defines the lower limit for investing using this IRC.,,,rep/data/irc_list/irc/irc_head_list/irc_head/qty_from/val
577,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/QTY_TO,ABS,,Attribute,This defines the upper limit for investing using this IRC.,,,rep/data/irc_list/irc/irc_head_list/irc_head/qty_to/val
578,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/PRIO,ABS,,Attribute,When an account has access to multiple IRCs for the asset and investment amount then the IRC with this highest priority will the be one which is applied.,,,rep/data/irc_list/irc/irc_head_list/irc_head/prio/val
579,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,IRC_HEAD/IS_SPEC,ABS,,Attribute,This indicates if the IRC is a special IRC setup for one or more dealer groups.,,,rep/data/irc_list/irc/irc_head_list/irc_head/is_spec/val
580,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,DG_HEAD,ABS,,Attribute,This defines if this IRC is only available to certain dealer groups.  ,,,rep/data/irc_list/irc/dg_list/dg_head_list/dg_head
581,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,DG_HEAD/DEALER_GROUP,ABS,,Attribute,This is the ID of the dealer group that has access to the IRC.  ,,,rep/data/irc_list/irc/dg_list/dg_head_list/dg_head/dealer_group/val
582,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,DG_HEAD/DEALER_GROU_SOP,ABS,,Attribute,This is the date that the dealer group has access to this IRC from.,,,rep/data/irc_list/irc/dg_list/dg_head_list/dg_head/dealer_grou_sop/val
583,ABS Dev,XSD,BTFG$UI_FIDD_RATE_LIST.IRC_DG,DG_HEAD/DEALER_GROU_EOP,ABS,,Attribute,This is the date that the dealer group stops having access to the IRC.,,,rep/data/irc_list/irc/dg_list/dg_head_list/dg_head/dealer_grou_eop/val
584,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,,ABS,,Class,,,,
585,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD,ABS,,Attribute,A list of instruments,,,/asset_list/asset/asset_head_list/asset_head
586,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/NAME,ABS,,Attribute,Name of an instrument,,,/asset_list/asset/asset_head_list/asset_head/name
587,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/ISSUER,ABS,,Attribute,Issuer of an instrument,,,/asset_list/asset/asset_head_list/asset_head/issuer
588,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/FUND_MGR,ABS,,Attribute,Name of the fund manager for the particular asset,,,/asset_list/asset/asset_head_list/asset_head/fund_mgr
589,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/GRP,ABS,,Attribute,This is an Avaloq classification of an instrument.,,,/asset_list/asset/asset_head_list/asset_head/grp
590,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/CLUSTR,ABS,,Attribute,This is a classification of an instrument into the following categories for fee processes.1. Cash2. Term Deposit3. Listed Security3.4. International Listed Security5. Managed Fund6. Managed Portfolio4.7. Direct Property5.8.  Other,,,/asset_list/asset/asset_head_list/asset_head/clustr
591,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/CLASS,ABS,,Attribute,This is the asset class classification of an instrument.1. Cash2. Australian Shares3. International Shares4. Australian Fixed Interest5. International Fixed Interest6. Australian Real Estate7. International Real Estate8. Diversified9. Alternatives10. Other,,,/asset_list/asset/asset_head_list/asset_head/class
592,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/MSC_SEC,ABS,,Attribute,This is the GICS sector of an instrument based on GICS classification,,,/asset_list/asset/asset_head_list/asset_head/msc_sec
593,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/MSC_GRP,ABS,,Attribute,This is the GICS industry group of an instrument based on GICS classification,,,/asset_list/asset/asset_head_list/asset_head/msc_grp
594,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/MACC_TYPE,ABS,,Attribute,Avaloq “money account type” of an asset,,,/asset_list/asset/asset_head_list/asset_head/macc_type
595,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/PERIOD,ABS,,Attribute,Term of a term deposit.This data element is only applicable for generic term deposits and accountspecific term deposits. This field is not applicable for assets which are not term deposits.,,,/asset_list/asset/asset_head_list/asset_head/period
596,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/KEY,ABS,,Attribute,"Where the asset is an instrument in the financial market, this is the standard identifier for the instrument in the financial market.",,,/asset_list/asset/asset_head_list/asset_head/key
597,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/MATURITY_DATE,ABS,,Attribute,Maturity date of a term deposit,,,/asset_list/asset/asset_head_list/asset_head/maturity_date
598,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/INTR_RATE,ABS,,Attribute,Interest rate of a term deposit,,,/asset_list/asset/asset_head_list/asset_head/intr_rate
599,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/GENERIC_ASSET_ID,ABS,,Attribute,"Generic asset id is only applicable for accountspecific term deposit assets. That is to say, the generic asset id is not available when the asset is not an accountspecific term deposit asset.The generic asset id is the asset id of a generic term deposit asset from which the current accountspecific term deposit asset originates.",,,/asset_list/asset/asset_head_list/asset_head/generic_asset_id
600,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/ISIN,ABS,,Attribute,The ISIN code.  Required to access 3rd party information and market data.,,,/asset_list/asset/asset_head_list/asset_head/isin
601,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/PRICE_ESTIM,ABS,,Attribute,Estimated Price,,,/asset_list/asset/asset_head_list/asset_head/price_estim
602,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/STATUS,ABS,,Attribute,Status,,,/asset_list/asset/asset_head_list/asset_head/status
603,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/DISTR_MTD,ABS,,Attribute,Distribution Method,,,/asset_list/asset/asset_head_list/asset_head/distr_mtd
604,ABS Dev,XSD,BTFG$UI_ASSET_LIST.ASSET,ASSET_HEAD/ISSUER_NAME,ABS,,Attribute,"Issuer name of an instrument.In Avaloq, an issuer is a business partner.",,,/asset_list/asset/asset_head_list/asset_head/issuer_name
605,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,,ABS,,Class,,,,
606,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD_LIST,ABS,,Attribute,A list of Persons,,,rep/data/person_list/person/person_head_list
607,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/PERSON_ID,ABS,,Attribute,Person ID,,,rep/data/person_list/person/person_head_list/person_head/person_id/annot/ctx/id
608,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,AP_LVL1/ PERSON_ID,ABS,,Attribute,Associated persons IDs in case of legal person  SMSF/Trust Individual/Company,,,rep/data/person_list/person/person_head_list/person_head/ap_lvl1_list/ap_lvl1/ person_id/annot/ctx/id
609,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,AP_LVL2/ PERSON_ID,ABS,,Attribute,Associated persons IDs in case of legal person  SMSF corporate/Trust corporate,,,rep/data/person_list/person/person_head_list/person_head/ap_lvl1_list/ap_lvl1/ap_lvl2_list/ap_lvl2/ person_id/annot/ctx/id
610,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/GCM_ID,ABS,,Attribute,GCM ID of the person,,,rep/data/person_list/person/person_head_list/person_head/gcm_id/val
611,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/PERSON_TYPE_ID,ABS,,Attribute,Person Type ,,,rep/data/person_list/person/person_head_list/person_head/person_type_id/annot/ctx/id
612,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/ LEGAL_FORM_ID,ABS,,Attribute,Legal form ,,,rep/data/person_list/person/person_head_list/person_head/ legal_form_id/annot/ctx/id
613,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/TTL_ID,ABS,,Attribute,Title Only for natural persons,,,rep/data/person_list/person/person_head_list/person_head/ttl_id/annot/ctx/id
614,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/FIRST_NAME,ABS,,Attribute,First name  Only for natural persons,,,rep/data/person_list/person/person_head_list/person_head/first_name/val
615,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/LAST_NAME,ABS,,Attribute,Last name   Only for natural persons,,,rep/data/person_list/person/person_head_list/person_head/last_name/val
616,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/FULL_NAME,ABS,,Attribute,Full name  for both natural/legal persons,,,rep/data/person_list/person/person_head_list/person_head/full_name/val
617,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD_LIST/PERSON_HEAD/BIRTH_DATE,ABS,,Attribute,Date of birth  Only for natural persons,,,rep/data/person_list/person/person_head_list/person_head/birth_date/val
618,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD_LIST/PERSON_HEAD/IS_ONLINE_REG,ABS,,Attribute,Flag indicating whether the person has registered online or not  Only for natural persons,,,rep/data/person_list/person/person_head_list/person_head/is_online_reg/val
619,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,AP_LVL1/ASSOC_ROLE_ID,ABS,,Attribute,Associated persons for Trust Individual/SMSF individual/Company  Only for legal persons,,,rep/data/person_list/person/person_head_list/person_head/ap_lvl1_list/ap_lvl1/assoc_role_id /annot/ctx/id
620,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,AP_LVL2/ ASSOC_ROLE_ID,ABS,,Attribute,Trust Corporate/SMSF corporate  Only for legal persons,,,rep/data/person_list/person/person_head_list/person_head/ap_lvl1_list/ap_lvl1/ap_lvl2_list/ap_lvl2/ assoc_role_id/annot/ctx/id
621,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/ASIC_NAME,ABS,,Attribute,Australian Securities and Investments Commission ASIC name  Only for Trust/Company,,,rep/data/person_list/person/person_head_list/person_head/asic_name/val
622,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/IDV_STATUS_ID,ABS,,Attribute,The identification verification status of the investor,,,rep/data/person_list/person/person_head_list/person_head/idv_status_id/annot/ctx/id
623,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/PREF_TEL_ELEC_ADDR,ABS,,Attribute,Preferred telephonic number of the investor,,,rep/data/person_list/person/person_head_list/person_head/pref_tel_elec_addr/val
624,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/CTY_ID,ABS,,Attribute,Country of the person,,,rep/data/person_list/person/person_head_list/person_head/cty_id/annot/ctx/id
625,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/SUBURB,ABS,,Attribute,Suburbcity of the person,,,rep/data/person_list/person/person_head_list/person_head/suburb/val
626,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/STATE_ID,ABS,,Attribute,State of the person for  Australian addresses,,,rep/data/person_list/person/person_head_list/person_head/state_id/annot/ctx/id
627,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/STATE_OTHER,ABS,,Attribute,State/Region/Canton of the person for  International addresses,,,rep/data/person_list/person/person_head_list/person_head/state_other/val
628,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/ZIP,ABS,,Attribute,ZIP code of the person,,,rep/data/person_list/person/person_head_list/person_head/zip/val
629,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/CLOSE_DATE,ABS,,Attribute,Only set if the Person is closed,,,rep/data/person_list/person/person_head_list/person_head/close_date/val
630,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR,PERSON_HEAD/CIS_KEY,ABS,,Attribute,Unique key used as universal customer identifier for global customer master,,,rep/data/person_list/person/person_head_list/person_head/cis_key/val
631,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,,ABS,,Class,,,,
632,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD_LIST,ABS,,Attribute,A list of Business Partners,,,rep/data/bp_list/bp/bp_head_list
633,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/BP,ABS,,Attribute,Account Name,,,rep/data/bp_list/bp/bp_head_list/bp_head/bp/val
634,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/BP_NR,ABS,,Attribute,Account Number,,,rep/data/bp_list/bp/bp_head_list/bp_head/bp_nr/val
635,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR, ACC_STRUCT_TYPE_ID,ABS,,Attribute,Account structure type Individual/Joint/Company/SMSF/Trust,,,rep/data/bp_list/bp/bp_head_list/bp_head/ acc_struct_type_id/annot/ctx/id
636,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/ PROD_ID,ABS,,Attribute,White label Product associated with the account,,,rep/data/bp_list/bp/bp_head_list/bp_head/ prod_id/annot/ctx/id
637,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/ BP_ACC_STATUS_ID,ABS,,Attribute,Account status,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_acc_status_id/annot/ctx/id
638,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/  BP_IS_OPEN,ABS,,Attribute,Flag indicating whether the account is active or not,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_is_open/val
639,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/ AVSR_PERSON_OE_ID,ABS,,Attribute,Adviser OE person linked to the account,,,rep/data/bp_list/bp/bp_head_list/bp_head/ avsr_person_oe_id/annot/ctx/id
640,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/AVSR_PERSON_ID,ABS,,Attribute,Adviser person linked to the account,,,rep/data/bp_list/bp/bp_head_list/bp_head/ avsr_person_id/annot/ctx/id
641,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/HAS_DG_ADVCONG_FEE_TRX,ABS,,Attribute,Flag indicating whether the account was ever charged a licensee advice fee,,,rep/data/bp_list/bp/bp_head_list/bp_head/ has_dg_advcong_fee_trx/val
642,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/AVSR_PERMISSION_ID,ABS,,Attribute,Adviser permissions on the account,,,rep/data/bp_list/bp/bp_head_list/bp_head/ avsr_person_auth_list/avsr_person_auth/ avsr_permission_id/annot/ctx/id
643,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/CONT_ID,ABS,,Attribute,Container linked to the account,,,rep/data/bp_list/bp/bp_head_list/bp_head/cont_list/cont/cont_id/annot/ctx/id
644,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/OWNER_ID,ABS,,Attribute,Account owner,,,rep/data/bp_list/bp/bp_head_list/bp_head/owner_list/owner/owner_id/annot/txc/id
645,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_HEAD/AUTH_ROLE_ID,ABS,,Attribute,Authority role of the associated person,,,rep/data/bp_list/bp/bp_head_list/bp_head/owner_list/owner/auth_role_id/annot/txc/id
646,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_DOCM_LIST_LIST,ABS,,Attribute,,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_docm_list_list
647,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_DOCM_LIST/DOCM_ID,ABS,,Attribute,ID of the document in Avaloq ,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_docm_list_list/bp_docm_list/docm_id
648,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_DOCM_LIST/IS_TNC_DOCM,ABS,,Attribute,This is set to true if the document is suppose to accept the T&C and this is a T&C documents there may be other kinds of documents in the list,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_docm_list_list/bp_docm_list/is_tnc_docm
649,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_DOCM_LIST/ DOCM_SIGN_DATE,ABS,,Attribute,Date when document  was accepted ,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_docm_list_list/bp_docm_list/ docm_sign_date
650,ABS Dev,XSD,BTFG$UI_BP_LIST.ALL#CUSTR,BP_DOCM_LIST/ DOCM_REFER_PERSON_ID,ABS,,Attribute,Person ID of the account approvers,,,rep/data/bp_list/bp/bp_head_list/bp_head/ bp_docm_list_list/bp_docm_list/ docm_refer_person_id
651,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,,ABS,,Class,,,,
652,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD_LIST,ABS,,Attribute,,,,rep/data/cont_list/cont/cont_head_list
653,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD/BP_ID,ABS,,Attribute,,,,rep/data/cont_list/cont/cont_head_list/cont_head/bp_id/annot/ctx/id
654,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD/CONT,ABS,,Attribute,,,,rep/data/cont_list/cont/cont_head_list/cont_head/cont/annot/ctx/id
655,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD/CONT_TYPE_ID,ABS,,Attribute,Container TypeBT Direct/Managed Portfolio etc,,,rep/data/cont_list/cont/cont_head_list/cont_head/cont_type_id/annot/ctx/id
656,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD/IPS_ID,ABS,,Attribute,IPS ID linked to the container,,,rep/data/cont_list/cont/cont_head_list/cont_head/ips_id/annot/ctx/id
657,ABS Dev,XSD,BTFG$UI_CONT_LIST.ALL#CUSTR,CONT_HEAD/PROD_ID,ABS,,Attribute,Product ID linked to the container ,,,rep/data/cont_list/cont/cont_head_list/cont_head/prod_id/annot/ctx/id
658,ABS Dev,XSD,BTFG$UI_POS_LIST.BP#BAL,,ABS,,Class,,,,
659,ABS Dev,XSD,BTFG$UI_POS_LIST.BP#BAL,BP_HEAD_LIST,ABS,,Attribute,A list of BPs,,,rep/data/bp_list/bp/bp_head_list
660,ABS Dev,XSD,BTFG$UI_POS_LIST.BP#BAL,BP_HEAD/BP_ID,ABS,,Attribute,Business partner ID of the account for which balances are fetched,,,rep/data/bp_list/bp/bp_head_list/bp_head/bp_id /annot/ctx/id
661,ABS Dev,XSD,BTFG$UI_POS_LIST.BP#BAL,BP_HEAD/AVL_CASH,ABS,,Attribute,Current Available cash for a particular BP,,,rep/data/bp_list/bp/bp_head_list/bp_head/avl_cash /val
