Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,PERIOD_ID,ABS,LDM,OBJECT,CODE TABLE,LDM:btfg$code_ldm_obj_fld.obj$code_tab,Direct,obj$code_tab,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,PERIOD_SOP,ABS,LDM,OBJECT,DATE,LDM:btfg$code_ldm_obj_fld.obj$date,Direct,obj$date,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,SOP_CURR_VAL_REF,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,TWRR,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,TWRR_ACCUM,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,TWRR_CAPT_RTN,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,TWRR_GROSS,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET#BP.XSD,TWRR_INCOME_RTN,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Client Account Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET#BP,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,ACTIVE_ROR,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,ASSET_ID,ABS,LDM,ASSET,-,LDM:btfg$code_ldm_obj.asset,Direct,asset,UI Performance Summary by Period,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,BMRK_ID,ABS,LDM,BENCHMARK,-,LDM:btfg$code_ldm_obj.bmrk,Direct,bmrk,UI Performance Summary by Period,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,BMRK_ROR,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,CALC_PERF_FROM,ABS,LDM,CONTAINER,PERFORMANCE CALCULATION BEGAN FOR CONTAINER,LDM:btfg$code_ldm_obj_fld.cont$calc_perf_from,Direct,cont$calc_perf_from,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,EOP_CURR_VAL_REF,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,EXPENSES,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,INCOME,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,INFLOWS,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,MKT_MVT,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,NET_GAIN_LOSS,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,OBJ_ID,ABS,LDM,OBJECT,-,LDM:btfg$code_ldm_obj.obj,Direct,obj,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,OUTFLOWS,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,PERIOD_EOP,ABS,LDM,OBJECT,DATE,LDM:btfg$code_ldm_obj_fld.obj$date,Direct,obj$date,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,PERIOD_SOP,ABS,LDM,OBJECT,DATE,LDM:btfg$code_ldm_obj_fld.obj$date,Direct,obj$date,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,SOP_CURR_VAL_REF,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,TWRR,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,TWRR_ACCUM,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,TWRR_CAPT_RTN,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,TWRR_INCOME_RTN,ABS,LDM,OBJECT,CALCULATION,LDM:btfg$code_ldm_obj_fld.obj$calc,Direct,obj$calc,Old Interface Name: UI Performance Summary by Period|New Interface Name: BTFG$UI_PERF_LIST.PRD_PRDDET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,AVSR_FIRST_NAME,ABS,LDM,NATURAL PERSON,FIRST NAME,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,Direct,person_natural$first_name,UI Adviser List,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,AVSR_LAST_NAME,ABS,LDM,NATURAL PERSON,LAST NAME,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,Direct,person_natural$last_name,UI Adviser List,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,AVSR_PERSON,ABS,LDM,ADVISER,-,LDM:btfg$code_ldm_obj.person_natural_imed_avsr,Direct,person_natural_imed_avsr,Old Interface Name: UI Adviser List|New Interface Name: BTFG$UI_PERSON.PERSON#AVSR,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,AVSR_POS,ABS,LDM,INTERMEDIARY STRUCTURE,-,LDM:btfg$code_ldm_obj.person_oe_imed,Direct,person_oe_imed,Old Interface Name: UI Adviser List|New Interface Name: BTFG$UI_PERSON.PERSON#AVSR,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,BUSI_PHONE_NR,ABS,LDM,ELECTRONICAL ADDRESS,ELECTRONIC ADDRESS,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,Direct,addr_elec$elec_addr,UI Adviser List,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,DEALER_GRP,ABS,LDM,DEALER GROUP,-,LDM:btfg$code_ldm_obj.person_oe_imed_dg,Direct,person_oe_imed_dg,Old Interface Name: UI Adviser List|New Interface Name: BTFG$UI_PERSON.PERSON#AVSR,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,PRI_EMAIL,ABS,LDM,ELECTRONICAL ADDRESS,ELECTRONIC ADDRESS,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,Direct,addr_elec$elec_addr,UI Adviser List,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON#AVSR.XSD,PRI_MOBILE_PHONE_NR,ABS,LDM,ELECTRONICAL ADDRESS,ELECTRONIC ADDRESS,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,Direct,addr_elec$elec_addr,UI Adviser List,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ABN,ABS,LDM,LEGAL PERSON,ABN,LDM:btfg$code_ldm_obj_fld.person_legal$abn,Direct,person_legal$abn,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ACN,ABS,LDM,LEGAL PERSON,AUSTRALIAN COMPANY NUMBER,LDM:btfg$code_ldm_obj_fld.person_legal$acn,Direct,person_legal$acn,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,AGE,ABS,LDM,NATURAL PERSON,AGE,LDM:btfg$code_ldm_obj_fld.person_natural$age,Direct,person_natural$age,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,AML_STATUS_ID,ABS,LDM,PERSON,AML STATUS ID,LDM:btfg$code_ldm_obj_fld.person$aml_status,Direct,person$aml_status,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ANZSIC_DIV_ID,ABS,LDM,CORPORATE INVESTOR,ANZSIC DIVISION,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_div,Direct,person_legal_invstr_co$anzsic_div,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ANZSIC_GRP_ID,ABS,LDM,CORPORATE INVESTOR,ANZSIC GROUP ID,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_grp,Direct,person_legal_invstr_co$anzsic_grp,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ANZSIC_INDUSTRY_ID,ABS,LDM,CORPORATE INVESTOR,ANZSIC INDUSTRY ID,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_industry,Direct,person_legal_invstr_co$anzsic_industry,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ANZSIC_SUBDIV_ID,ABS,LDM,CORPORATE INVESTOR,ANZSIC SUB-DIVISION ID,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_subdiv,Direct,person_legal_invstr_co$anzsic_subdiv,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,ASIC_NAME,ABS,LDM,LEGAL PERSON,ASIC NAME,LDM:btfg$code_ldm_obj_fld.person_legal$asic_name,Direct,person_legal$asic_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,AU_SA_PERSON_TFN_EXEMPT_ID,ABS,LDM,PERSON,SA TFN EXEMPTION ID,LDM:btfg$code_ldm_obj_fld.person$sa_tfn_exempt,Direct,person$sa_tfn_exempt,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,AU_TFN_WTAX_EXEMPT_ID,ABS,LDM,PERSON,WITHHOLDING TAX EXEMPTION ID,LDM:btfg$code_ldm_obj_fld.person$wtax_exempt,Direct,person$wtax_exempt,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,BIRTH_DATE,ABS,LDM,NATURAL PERSON,BIRTH DATE,LDM:btfg$code_ldm_obj_fld.person_natural$birth_date,Direct,person_natural$birth_date,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,CIS_KEY,ABS,LDM,PERSON,CIS IDENTIFIER,LDM:btfg$code_ldm_obj_fld.person$cis,Direct,person$cis,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,COUNTRY_TAX_ID,ABS,LDM,PERSON,COUNTRY TAX ID,LDM:btfg$code_ldm_obj_fld.person$country_tax,Direct,person$country_tax,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,DEATH_DATE,ABS,LDM,NATURAL PERSON,DEATH DATE,LDM:btfg$code_ldm_obj_fld.person_natural$death_date,Direct,person_natural$death_date,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,FIRST_NAME,ABS,LDM,NATURAL PERSON,FIRST NAME,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,Direct,person_natural$first_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,FULL_NAME,ABS,LDM,PERSON,FULL NAME,LDM:btfg$code_ldm_obj_fld.person$full_name,Direct,person$full_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,GCM_CUST_NR,ABS,LDM,PERSON,GCM CUSTOMER NUMBER,LDM:btfg$code_ldm_obj_fld.person$gcm_cust_nr,Direct,person$gcm_cust_nr,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,GCM_ID,ABS,LDM,PERSON,GCM ID,LDM:btfg$code_ldm_obj_fld.person$gcm,Direct,person$gcm,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,GENDER_ID,ABS,LDM,NATURAL PERSON,GENDER ID,LDM:btfg$code_ldm_obj_fld.person_natural$gender,Direct,person_natural$gender,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,HAS_TFN,ABS,LDM,PERSON,PERSON HAS TFN,LDM:btfg$code_ldm_obj_fld.person$has_tfn,Direct,person$has_tfn,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IDV_STATUS_ID,ABS,LDM,PERSON,IDV STATUS ID,LDM:btfg$code_ldm_obj_fld.person$idv_status,Direct,person$idv_status,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_AVSR,ABS,LDM,PERSON,HAS PERSON AN ADVISER JOB,LDM:btfg$code_ldm_obj_fld.person$has_avsr_profile,Direct,person$has_avsr_profile,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_AVSRA,ABS,LDM,PERSON,HAS PERSON AN ADVISER ASSISTANT JOB,LDM:btfg$code_ldm_obj_fld.person$has_avsra_profile,Direct,person$has_avsra_profile,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_ONLINE_REG,ABS,LDM,NATURAL PERSON,IS PERSON A PANORAMA REGISTERED USER,LDM:btfg$code_ldm_obj_fld.person_natural$is_reg,Direct,person_natural$is_reg,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_PRPLNR,ABS,LDM,PERSON,HAS PERSON A PARA PLANNER JOB,LDM:btfg$code_ldm_obj_fld.person$has_prplnr_profile,Direct,person$has_prplnr_profile,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_REGI_GST,ABS,LDM,LEGAL PERSON,IS REGISTERED FOR GST,LDM:btfg$code_ldm_obj_fld.person_legal$regi_gst,Direct,person_legal$regi_gst,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_SAFI_ACTIVE,ABS,LDM,PERSON,IS SAFI ACTIVE,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,Direct,person$is_safi_active,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,IS_WPL_REG,ABS,LDM,NATURAL PERSON,IS PERSON A WESTPACLIVE REGISTERED USER,LDM:btfg$code_ldm_obj_fld.person_natural$is_wpl_reg,Direct,person_natural$is_wpl_reg,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,LAST_NAME,ABS,LDM,NATURAL PERSON,LAST NAME,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,Direct,person_natural$last_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,LEGAL_FORM_ID,ABS,LDM,LEGAL PERSON,LEGAL FORM ID,LDM:btfg$code_ldm_obj_fld.person_legal$legal_form,Direct,person_legal$legal_form,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,MIDDLE_NAME,ABS,LDM,NATURAL PERSON,MIDDLE NAME,LDM:btfg$code_ldm_obj_fld.person_natural$middle_name,Direct,person_natural$middle_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,MODI_SEQ_NR,ABS,LDM,PERSON,PERSON MODIFICATION SEQUENCE NUMBER,LDM:btfg$code_ldm_obj_fld.person$person_modi_seq_nr,Direct,person$person_modi_seq_nr,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,OPEN_DATE,ABS,LDM,OBJECT,OPEN DATE,LDM:btfg$code_ldm_obj_fld.obj$open_date,Direct,obj$open_date,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_BIRTH_COUNTRY,ABS,LDM,POSTAL ADDRESS,COUNTRY,LDM:btfg$code_ldm_obj_fld.addr_postal$country,Direct,addr_postal$country,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_BIRTH_STATE_ALT,ABS,LDM,POSTAL ADDRESS,STATE,LDM:btfg$code_ldm_obj_fld.addr_postal$state,Direct,addr_postal$state,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_BIRTH_STATE_ID,ABS,LDM,POSTAL ADDRESS,STATE NAME,LDM:btfg$code_ldm_obj_fld.addr_postal$state_,Direct,addr_postal$state_,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_BIRTH_SUBURB,ABS,LDM,POSTAL ADDRESS,CITY,LDM:btfg$code_ldm_obj_fld.addr_postal$city,Direct,addr_postal$city,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_ID,ABS,LDM,PERSON,-,LDM:btfg$code_ldm_obj.person,Direct,person,Old Interface Name: UI Person Details|New Interface Name: BTFG$UI_PERSON.PERSON_DET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PERSON_TYPE_ID,ABS,LDM,PERSON,PERSON TYPE ID,LDM:btfg$code_ldm_obj_fld.person$person_type,Direct,person$person_type,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PPID,ABS,LDM,PERSON,PIN AND PASSWORD IDENTIFICATION,LDM:btfg$code_ldm_obj_fld.person$ppid,Direct,person$ppid,Old Interface Name: UI Person Details|New Interface Name: BTFG$UI_PERSON.PERSON_DET,,,2016-10-06,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PREF_SALUT,ABS,LDM,NATURAL PERSON,ARTIST NAME,LDM:btfg$code_ldm_obj_fld.person_natural$artist_name,Direct,person_natural$artist_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,PROFESSION,ABS,LDM,NATURAL PERSON,PROFESSION,LDM:btfg$code_ldm_obj_fld.person_natural$profession,Direct,person_natural$profession,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,SAFI_DEVICE,ABS,LDM,PERSON,SAFI DEVICE,LDM:btfg$code_ldm_obj_fld.person$safi_device,Direct,person$safi_device,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_DESC,ABS,LDM,TRUST INVESTOR,-,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_desc,Direct,person_legal_invstr_trust$trust_desc,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_DESC,ABS,LDM,TRUST INVESTOR,TRUST DESCRIPTION,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_desc,Direct,person_legal_invstr_trust$trust_desc,Old Interface Name: UI Person Details|New Interface Name: BTFG$UI_PERSON.PERSON_DET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_LEGI_NAME,ABS,LDM,TRUST INVESTOR,-,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_legi_name,Direct,person_legal_invstr_trust$trust_legi_name,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_LEGI_NAME,ABS,LDM,TRUST INVESTOR,TRUST LEGISLATION NAME,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_legi_name,Direct,person_legal_invstr_trust$trust_legi_name,Old Interface Name: UI Person Details|New Interface Name: BTFG$UI_PERSON.PERSON_DET,,,2016-10-05,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_LIC_NR,ABS,LDM,TRUST INVESTOR,TRUST LICENSE NUMBER,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_lic_nr,Direct,person_legal_invstr_trust$trust_lic_nr,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_MBR_CLASS,ABS,LDM,TRUST INVESTOR,-,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_mbr_class,Direct,person_legal_invstr_trust$trust_mbr_class,UI Person Details,,,2016-08-30,MDRPhase2
ABS Dev,XSD,BTFG$UI_PERSON.PERSON_DET.XSD,TRUST_MBR_CLASS,ABS,LDM,TRUST INVESTOR,TRUST MEMBER CLASS,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_mbr_class,Direct,person_legal_invstr_trust$trust_mbr_class,Old Interface Name: UI Person Details|New Interface Name: BTFG$UI_PERSON.PERSON_DET,,,2016-10-05,MDRPhase2
